id,productsCount,orderPrice,buyer,buyerCity,orderStatus,shippingPrice,orderDate,orderTime,type,buyerSatisfaction
5464,1,29.99,Aurimas P.,Prienai,pristatytas,19.99,2020-07-22,9:0,parduotuvėje,2.0
5465,1,4.99,Vaida U.,Plungė,pristatytas,2.99,2018-12-16,10:42,internetu,1.0
5466,2,35.98,Jolanta A.,Kėdainiai,pristatytas,4.99,2022-05-03,8:11,internetu,5.0
5467,3,25.97,Jurgis K.,Kaunas,atšauktas,4.99,2023-06-23,9:17,internetu,2.0
5468,1,14.99,Giedrė K.,Šilutė,patvirtintas,9.99,2021-04-14,14:16,parduotuvėje,2.0
5469,2,20.98,Viktorija O.,Šiauliai,atšauktas,19.99,2017-06-08,14:51,internetu,5.0
5470,6,115.94,Bronius R.,Klaipėda,pristatytas,2.99,2020-03-20,15:30,internetu,3.0
5471,2,34.98,Vytautas D.,Jonava,naujas,4.99,2019-07-19,8:56,internetu,5.0
5472,3,89.97,Antanas K.,Tauragė,pristatytas,9.99,2021-01-21,10:46,internetu,
5473,5,33.95,Petras M.,Švenčionys,patvirtintas,9.99,2021-06-11,15:4,parduotuvėje,5.0
5474,1,29.99,Giedrius C.,Kaišiadorys,pristatytas,2.99,2018-10-18,9:53,internetu,5.0
5475,1,7.99,Jolanta T.,Utena,pristatytas,2.99,2023-12-07,15:5,parduotuvėje,2.0
5476,1,9.99,Bronius G.,Elektrėnai,pristatytas,2.99,2022-06-20,12:51,internetu,3.0
5477,2,79.98,Bronius L.,Kupiškis,išsiųstas,2.99,2017-11-16,14:4,parduotuvėje,5.0
5478,4,31.96,Elžbieta G.,Kalvarija,pristatytas,0.0,2022-09-06,14:28,internetu,4.0
5479,1,5.99,Vaida H.,Šalčininkai,pristatytas,2.99,2020-05-14,8:18,internetu,4.0
5480,3,60.97,Antanas D.,Kėdainiai,atšauktas,2.99,2015-09-27,10:19,parduotuvėje,2.0
5481,4,31.96,Ona Q.,Telšiai,pristatytas,19.99,2017-05-07,10:35,internetu,3.0
5482,1,5.99,Aurimas C.,Druskininkai,naujas,9.99,2021-12-30,13:20,parduotuvėje,1.0
5483,3,45.97,Marius H.,Tauragė,pristatytas,19.99,2024-01-22,13:51,internetu,4.0
5484,2,64.98,Vilma G.,Plungė,atšauktas,2.99,2018-05-18,15:12,internetu,1.0
5485,3,67.97,Aldona R.,Kaišiadorys,išsiųstas,0.0,2021-08-30,14:14,parduotuvėje,5.0
5486,2,37.98,Viktorija W.,Kaišiadorys,pristatytas,19.99,2024-03-23,9:14,parduotuvėje,2.0
5487,2,55.98,Rita E.,Zarasai,naujas,2.99,2018-07-19,13:45,internetu,5.0
5488,1,29.99,Antanas R.,Šilutė,pristatytas,0.0,2015-12-11,10:30,parduotuvėje,1.0
5489,1,5.99,Viktorija F.,Širvintos,patvirtintas,2.99,2022-01-14,13:7,parduotuvėje,
5490,1,9.99,Vaida P.,Kupiškis,pristatytas,9.99,2019-11-01,15:44,parduotuvėje,
5491,3,20.97,Inga K.,Panevėžys,pristatytas,2.99,2018-07-21,10:2,parduotuvėje,5.0
5492,4,68.96,Asta D.,Tauragė,patvirtintas,2.99,2020-06-07,14:16,internetu,5.0
5493,1,29.99,Aurimas L.,Alytus,pristatytas,0.0,2023-07-08,9:38,internetu,4.0
5494,2,54.98,Petras C.,Jonava,išsiųstas,4.99,2022-03-14,14:27,internetu,4.0
5495,4,113.96,Bronius T.,Lazdijai,pristatytas,2.99,2016-07-06,9:58,internetu,2.0
5496,4,53.96,Viktorija O.,Kaišiadorys,pristatytas,19.99,2019-05-28,10:18,parduotuvėje,5.0
5497,2,99.98,Jolanta M.,Zarasai,pristatytas,0.0,2019-07-03,10:8,internetu,4.0
5498,6,139.94,Aurimas Y.,Vilnius,pristatytas,4.99,2016-04-08,14:16,internetu,3.0
5499,4,74.96,Ona F.,Rokiškis,pristatytas,4.99,2023-11-16,13:1,internetu,5.0
5500,3,25.97,Aurimas H.,Anykščiai,naujas,19.99,2018-08-19,12:30,internetu,5.0
5501,4,137.96,Aurimas L.,Zarasai,pristatytas,2.99,2016-10-04,13:32,internetu,2.0
5502,3,65.97,Vitalijus F.,Kazlų Rūda,pristatytas,0.0,2021-07-23,8:52,parduotuvėje,4.0
5503,2,22.98,Marius Y.,Pakruojis,pristatytas,2.99,2021-07-24,10:52,internetu,2.0
5504,5,42.95,Antanas A.,Zarasai,pristatytas,4.99,2016-03-28,13:6,internetu,4.0
5505,4,73.96,Giedrius T.,Šilutė,atšauktas,2.99,2017-05-20,11:4,internetu,1.0
5506,1,49.99,Gintarė Y.,Kaišiadorys,pristatytas,2.99,2016-04-09,10:41,parduotuvėje,5.0
5507,1,4.99,Elžbieta W.,Kaišiadorys,pristatytas,19.99,2020-12-19,15:1,parduotuvėje,2.0
5508,1,14.99,Aurimas R.,Šilutė,pristatytas,2.99,2018-11-15,9:5,parduotuvėje,3.0
5509,5,69.95,Aldona Y.,Kelmė,pristatytas,2.99,2016-08-03,10:41,internetu,5.0
5510,3,89.97,Viktorija U.,Šilutė,pristatytas,0.0,2021-08-26,13:48,internetu,4.0
5511,3,69.97,Dalia Q.,Šilutė,pristatytas,2.99,2016-04-24,14:2,internetu,4.0
5512,5,125.95,Vytautas L.,Lazdijai,išsiųstas,0.0,2021-11-16,10:41,internetu,
5513,4,99.96,Elžbieta X.,Šilutė,pristatytas,2.99,2022-12-10,8:2,parduotuvėje,3.0
5514,1,49.99,Jolanta L.,Kaišiadorys,pristatytas,2.99,2021-05-01,13:4,internetu,3.0
5515,2,14.98,Elžbieta U.,Neringa,pristatytas,9.99,2021-07-02,15:40,internetu,5.0
5516,3,74.97,Marius W.,Kybartai,išsiųstas,0.0,2021-04-10,15:49,internetu,3.0
5517,4,80.96,Jurgis S.,Raseiniai,išsiųstas,2.99,2023-02-25,8:0,parduotuvėje,5.0
5518,1,29.99,Vaidas K.,Kėdainiai,naujas,19.99,2017-06-25,10:14,parduotuvėje,5.0
5519,3,27.97,Ona N.,Šilutė,naujas,0.0,2021-06-12,13:4,internetu,3.0
5520,3,21.97,Aurimas C.,Šilutė,pristatytas,0.0,2021-01-20,8:46,internetu,4.0
5521,3,40.97,Laima F.,Lazdijai,naujas,2.99,2024-06-07,15:21,internetu,4.0
5522,4,30.96,Kazimieras V.,Neringa,atšauktas,9.99,2021-07-04,11:43,parduotuvėje,3.0
5523,1,9.99,Jonas Q.,Kaišiadorys,pristatytas,2.99,2018-03-06,9:8,parduotuvėje,1.0
5524,5,154.95,Bronius E.,Utena,pristatytas,2.99,2024-03-10,9:38,internetu,4.0
5525,4,57.96,Jonas N.,Kaišiadorys,išsiųstas,19.99,2020-02-22,10:2,internetu,1.0
5526,1,5.99,Aidas F.,Elektrėnai,patvirtintas,4.99,2023-07-21,14:18,internetu,3.0
5527,5,93.95,Jolanta O.,Kėdainiai,naujas,0.0,2024-03-27,12:43,parduotuvėje,5.0
5528,5,65.95,Rimantas P.,Zarasai,pristatytas,4.99,2017-10-14,11:34,parduotuvėje,2.0
5529,5,75.95,Aurimas W.,Plungė,atšauktas,4.99,2018-07-16,13:59,parduotuvėje,2.0
5530,1,14.99,Jolanta S.,Ukmergė,pristatytas,9.99,2016-12-30,15:14,parduotuvėje,4.0
5531,5,49.95,Jolanta B.,Zarasai,patvirtintas,4.99,2020-12-10,11:24,internetu,4.0
5532,4,47.96,Aldona N.,Palanga,patvirtintas,4.99,2018-02-18,15:12,internetu,5.0
5533,3,21.97,Vytautas S.,Švenčionys,pristatytas,2.99,2019-12-15,14:34,internetu,3.0
5534,1,9.99,Marius Y.,Radviliškis,pristatytas,19.99,2020-05-15,14:54,internetu,4.0
5535,2,19.98,Jolanta C.,Pakruojis,pristatytas,4.99,2021-08-09,8:22,internetu,4.0
5536,4,77.96,Rita F.,Anykščiai,pristatytas,2.99,2023-06-12,15:43,parduotuvėje,3.0
5537,3,23.97,Dalia Y.,Palanga,pristatytas,19.99,2020-10-30,11:46,internetu,5.0
5538,1,29.99,Jurgis I.,Kaišiadorys,naujas,19.99,2016-07-07,13:2,parduotuvėje,5.0
5539,3,29.97,Antanas A.,Šilutė,pristatytas,2.99,2019-08-11,9:38,parduotuvėje,3.0
5540,2,19.98,Rimantas Q.,Kupiškis,pristatytas,2.99,2017-03-01,12:3,parduotuvėje,5.0
5541,4,42.96,Ona D.,Biržai,pristatytas,19.99,2020-04-10,9:9,internetu,5.0
5542,4,65.96,Aurimas C.,Raseiniai,pristatytas,2.99,2020-10-23,9:8,parduotuvėje,5.0
5543,5,139.95,Vitalijus Z.,Kupiškis,naujas,2.99,2023-06-22,14:54,parduotuvėje,5.0
5544,3,54.97,Gintautas A.,Alytus,atšauktas,2.99,2020-02-28,10:58,parduotuvėje,3.0
5545,3,59.97,Jolanta W.,Jonava,pristatytas,9.99,2015-08-31,8:45,internetu,5.0
5546,1,9.99,Rimantas P.,Visaginas,pristatytas,19.99,2020-10-14,15:24,internetu,1.0
5547,5,109.95,Aurimas G.,Raseiniai,pristatytas,2.99,2021-01-16,10:31,parduotuvėje,1.0
5548,4,38.96,Aidas N.,Telšiai,pristatytas,0.0,2024-04-18,8:59,internetu,4.0
5549,5,102.95,Jolanta K.,Ignalina,pristatytas,2.99,2021-12-27,11:8,internetu,4.0
5550,4,51.96,Ona W.,Kazlų Rūda,pristatytas,4.99,2022-06-20,15:49,internetu,5.0
5551,1,4.99,Marius V.,Palanga,pristatytas,19.99,2018-02-09,9:37,parduotuvėje,4.0
5552,1,5.99,Antanas B.,Trakai,pristatytas,9.99,2021-08-13,8:57,parduotuvėje,1.0
5553,5,100.95,Aidas H.,Kėdainiai,pristatytas,4.99,2021-11-21,9:21,internetu,5.0
5554,5,68.95,Laima S.,Zarasai,išsiųstas,0.0,2018-05-16,11:18,parduotuvėje,5.0
5555,2,99.98,Petras O.,Telšiai,pristatytas,2.99,2018-08-08,10:17,internetu,4.0
5556,1,9.99,Antanas I.,Klaipėda,pristatytas,2.99,2020-08-20,9:58,internetu,5.0
5557,3,94.97,Vitalijus L.,Kupiškis,pristatytas,2.99,2017-11-07,13:11,internetu,3.0
5558,4,112.96,Petras Y.,Prienai,patvirtintas,2.99,2016-10-11,14:13,internetu,4.0
5559,4,23.96,Rita K.,Druskininkai,išsiųstas,2.99,2019-05-05,8:56,parduotuvėje,5.0
5560,2,24.98,Dalia P.,Pakruojis,pristatytas,2.99,2014-10-27,11:51,parduotuvėje,2.0
5561,1,5.99,Jolanta O.,Pabradė,pristatytas,9.99,2017-01-10,12:53,internetu,2.0
5562,4,77.96,Gintaras V.,Panevėžys,pristatytas,2.99,2023-08-12,10:25,internetu,5.0
5563,3,54.97,Marius H.,Kalvarija,išsiųstas,2.99,2020-05-31,8:44,internetu,2.0
5564,3,47.97,Jurgis F.,Kupiškis,pristatytas,4.99,2015-01-06,13:59,internetu,2.0
5565,4,64.96,Rita S.,Varėna,atšauktas,4.99,2021-10-31,12:42,internetu,3.0
5566,1,5.99,Vaida J.,Kretinga,pristatytas,4.99,2017-02-21,11:5,parduotuvėje,2.0
5567,2,17.98,Gintarė D.,Alytus,pristatytas,2.99,2017-08-06,10:53,internetu,5.0
5568,4,39.96,Asta B.,Kaišiadorys,patvirtintas,2.99,2016-09-22,12:24,internetu,4.0
5569,3,34.97,Antanas C.,Zarasai,pristatytas,2.99,2022-03-17,10:42,parduotuvėje,4.0
5570,3,64.97,Petras R.,Kaišiadorys,pristatytas,2.99,2015-03-13,10:4,internetu,5.0
5571,3,18.97,Ona L.,Šilutė,pristatytas,2.99,2021-06-16,10:1,internetu,3.0
5572,5,54.95,Aldona J.,Kelmė,pristatytas,2.99,2022-11-30,11:5,internetu,2.0
5573,3,44.97,Inga P.,Šilutė,naujas,19.99,2016-12-20,12:55,internetu,1.0
5574,5,48.95,Jurgis E.,Šalčininkai,naujas,4.99,2022-07-20,9:39,parduotuvėje,4.0
5575,4,99.96,Vytautas Y.,Kėdainiai,pristatytas,2.99,2020-12-24,8:35,internetu,2.0
5576,5,132.95,Gintarė H.,Radviliškis,naujas,4.99,2019-08-22,8:28,internetu,2.0
5577,5,47.95,Antanas E.,Kaišiadorys,pristatytas,9.99,2022-09-22,12:58,internetu,4.0
5578,1,9.99,Vitalijus G.,Šalčininkai,patvirtintas,2.99,2021-06-07,11:18,internetu,5.0
5579,3,25.97,Inga B.,Kalvarija,išsiųstas,0.0,2021-10-30,11:15,parduotuvėje,5.0
5580,4,60.96,Vaidas B.,Širvintos,pristatytas,2.99,2024-01-02,10:42,internetu,5.0
5581,4,40.96,Viktorija X.,Kretinga,pristatytas,2.99,2021-05-08,10:50,parduotuvėje,5.0
5582,4,47.96,Jonas E.,Šilutė,patvirtintas,2.99,2016-04-28,13:19,parduotuvėje,2.0
5583,2,34.98,Ona O.,Marijampolė,pristatytas,0.0,2016-11-30,15:21,internetu,3.0
5584,1,5.99,Petras B.,Anykščiai,pristatytas,2.99,2020-04-04,12:56,internetu,5.0
5585,3,67.97,Antanas I.,Kėdainiai,pristatytas,2.99,2017-01-05,10:8,internetu,5.0
5586,4,59.96,Viktorija Y.,Utena,pristatytas,0.0,2022-10-02,14:4,parduotuvėje,5.0
5587,2,59.98,Asta R.,Lazdijai,pristatytas,0.0,2023-03-15,11:28,parduotuvėje,3.0
5588,5,51.95,Vaida L.,Lazdijai,pristatytas,2.99,2016-04-26,8:43,internetu,2.0
5589,2,10.98,Gintarė B.,Šalčininkai,pristatytas,2.99,2022-04-07,8:21,internetu,4.0
5590,3,72.97,Giedrė I.,Rokiškis,pristatytas,4.99,2022-08-01,12:17,parduotuvėje,4.0
5591,1,49.99,Aurimas G.,Širvintos,pristatytas,19.99,2015-12-26,14:10,internetu,2.0
5592,1,9.99,Marius F.,Joniškis,pristatytas,2.99,2016-02-24,10:12,internetu,4.0
5593,3,24.97,Vitalijus H.,Anykščiai,pristatytas,2.99,2023-04-23,11:26,internetu,4.0
5594,2,14.98,Gintautas V.,Kretinga,patvirtintas,4.99,2016-11-22,15:13,parduotuvėje,2.0
5595,2,22.98,Vilma M.,Šilutė,išsiųstas,2.99,2020-09-05,8:3,internetu,5.0
5596,5,90.95,Antanas H.,Prienai,pristatytas,2.99,2024-01-09,10:45,internetu,4.0
5597,4,119.96,Asta T.,Šilutė,pristatytas,9.99,2016-09-28,12:24,parduotuvėje,5.0
5598,2,59.98,Jolanta F.,Radviliškis,pristatytas,2.99,2020-12-04,14:2,internetu,1.0
5599,3,39.97,Jonas X.,Raseiniai,išsiųstas,2.99,2022-07-29,9:24,parduotuvėje,4.0
5600,2,59.98,Ona T.,Tauragė,pristatytas,2.99,2021-12-04,14:7,internetu,1.0
5601,2,15.98,Vilma B.,Kazlų Rūda,pristatytas,9.99,2018-01-10,13:39,parduotuvėje,5.0
5602,3,20.97,Dalia S.,Kelmė,naujas,0.0,2020-12-03,9:11,internetu,3.0
5603,5,100.95,Aidas U.,Pakruojis,pristatytas,2.99,2018-09-18,14:34,internetu,5.0
5604,1,9.99,Marius R.,Kaišiadorys,pristatytas,2.99,2021-10-30,8:14,parduotuvėje,2.0
5605,3,34.97,Rimantas Z.,Prienai,atšauktas,2.99,2019-11-15,12:9,parduotuvėje,3.0
5606,3,87.97,Antanas X.,Joniškis,atšauktas,2.99,2017-03-16,9:53,internetu,
5607,4,35.96,Aldona L.,Elektrėnai,pristatytas,2.99,2022-01-09,15:16,parduotuvėje,4.0
5608,5,127.95,Gintarė E.,Biržai,pristatytas,19.99,2016-12-10,11:56,internetu,1.0
5609,2,19.98,Aurimas O.,Anykščiai,pristatytas,9.99,2019-07-07,10:43,internetu,4.0
5610,2,34.98,Aurimas N.,Šilutė,pristatytas,9.99,2017-06-25,15:32,internetu,4.0
5611,1,4.99,Ona I.,Kėdainiai,pristatytas,19.99,2018-08-01,9:49,internetu,5.0
5612,5,90.95,Vaida O.,Visaginas,pristatytas,19.99,2019-12-09,9:48,parduotuvėje,4.0
5613,2,22.98,Dalia C.,Pakruojis,pristatytas,19.99,2020-11-05,14:26,internetu,1.0
5614,5,104.95,Elžbieta Y.,Kelmė,naujas,2.99,2020-11-19,11:6,internetu,3.0
5615,2,20.98,Giedrė Y.,Kretinga,pristatytas,2.99,2021-08-15,11:48,internetu,4.0
5616,1,9.99,Aurimas Y.,Kazlų Rūda,naujas,2.99,2015-01-24,9:30,internetu,4.0
5617,2,13.98,Jolanta J.,Kalvarija,pristatytas,19.99,2024-04-16,10:5,internetu,5.0
5618,1,9.99,Jolanta D.,Alytus,pristatytas,2.99,2017-07-02,13:22,parduotuvėje,5.0
5619,1,29.99,Aldona B.,Zarasai,pristatytas,19.99,2022-05-22,13:4,internetu,4.0
5620,2,24.98,Jolanta M.,Ukmergė,pristatytas,2.99,2022-10-26,8:58,parduotuvėje,4.0
5621,2,22.98,Inga B.,Raseiniai,pristatytas,0.0,2024-04-26,14:26,internetu,5.0
5622,1,4.99,Gintautas P.,Marijampolė,pristatytas,2.99,2021-04-24,11:29,internetu,5.0
5623,4,35.96,Marius C.,Mažeikiai,pristatytas,2.99,2019-01-30,9:50,internetu,3.0
5624,4,49.96,Rasa L.,Zarasai,pristatytas,9.99,2015-08-02,13:12,internetu,3.0
5625,4,80.96,Rasa I.,Zarasai,pristatytas,4.99,2024-03-21,14:54,internetu,1.0
5626,5,57.95,Ona A.,Šilutė,pristatytas,2.99,2014-11-03,10:57,internetu,4.0
5627,4,31.96,Gintarė Z.,Zarasai,pristatytas,2.99,2021-01-29,12:22,internetu,4.0
5628,5,72.95,Giedrė V.,Šalčininkai,pristatytas,2.99,2017-07-11,8:14,internetu,3.0
5629,1,4.99,Kazimieras M.,Širvintos,atšauktas,0.0,2022-08-21,8:44,internetu,2.0
5630,4,117.96,Bronius Q.,Ignalina,naujas,2.99,2023-04-27,11:56,parduotuvėje,5.0
5631,5,105.95,Marius V.,Lazdijai,naujas,2.99,2022-03-06,12:37,parduotuvėje,3.0
5632,1,7.99,Marius B.,Vilnius,atšauktas,19.99,2019-06-01,14:21,internetu,3.0
5633,3,105.97,Bronius B.,Šalčininkai,pristatytas,19.99,2016-09-19,9:34,internetu,2.0
5634,1,14.99,Marius Y.,Šilutė,pristatytas,2.99,2015-12-21,15:17,internetu,
5635,1,14.99,Ona Z.,Tauragė,atšauktas,4.99,2023-02-14,15:41,internetu,2.0
5636,4,32.96,Rasa K.,Kėdainiai,patvirtintas,4.99,2020-10-31,11:6,internetu,5.0
5637,4,58.96,Aldona S.,Palanga,patvirtintas,9.99,2019-01-12,14:21,parduotuvėje,5.0
5638,5,50.95,Petras Z.,Marijampolė,pristatytas,9.99,2021-11-24,8:29,internetu,5.0
5639,2,20.98,Marius D.,Kelmė,pristatytas,0.0,2018-10-16,14:41,internetu,3.0
5640,1,9.99,Jurgis N.,Druskininkai,pristatytas,0.0,2016-03-18,10:49,parduotuvėje,2.0
5641,2,22.98,Gintaras T.,Lazdijai,pristatytas,2.99,2023-03-19,13:58,internetu,5.0
5642,4,102.96,Giedrius Q.,Mažeikiai,pristatytas,2.99,2018-08-10,9:5,internetu,2.0
5643,3,17.97,Ona O.,Šilutė,pristatytas,2.99,2016-11-24,11:51,internetu,3.0
5644,1,9.99,Elžbieta Q.,Rokiškis,pristatytas,2.99,2016-01-22,8:26,internetu,5.0
5645,2,15.98,Gintaras F.,Biržai,išsiųstas,19.99,2020-07-25,8:3,internetu,1.0
5646,6,170.94,Vytautas E.,Vilnius,atšauktas,9.99,2020-07-27,10:9,parduotuvėje,2.0
5647,1,4.99,Vaidas L.,Kėdainiai,pristatytas,4.99,2019-09-05,10:7,internetu,4.0
5648,1,29.99,Aldona G.,Šilutė,pristatytas,2.99,2019-12-31,9:42,internetu,4.0
5649,1,14.99,Jurgis W.,Visaginas,patvirtintas,19.99,2018-05-04,10:56,internetu,3.0
5650,3,39.97,Antanas J.,Kaišiadorys,naujas,2.99,2022-10-15,12:55,internetu,5.0
5651,2,15.98,Vaida Z.,Šilutė,pristatytas,9.99,2022-03-20,12:15,parduotuvėje,4.0
5652,5,165.95,Inga M.,Palanga,pristatytas,19.99,2021-02-07,12:7,internetu,5.0
5653,3,89.97,Aidas L.,Pakruojis,pristatytas,4.99,2022-02-01,15:15,internetu,5.0
5654,3,27.97,Gintarė S.,Kretinga,pristatytas,2.99,2017-09-14,9:35,internetu,4.0
5655,2,17.98,Rimantas C.,Kėdainiai,pristatytas,9.99,2022-04-22,14:44,internetu,1.0
5656,4,33.96,Giedrius J.,Šilutė,pristatytas,2.99,2022-09-26,11:36,internetu,4.0
5657,1,9.99,Aurimas Z.,Plungė,pristatytas,4.99,2018-08-17,9:51,internetu,5.0
5658,5,101.95,Laima G.,Grigiškės,naujas,0.0,2023-05-28,13:44,internetu,5.0
5659,4,77.96,Gintarė S.,Šilutė,pristatytas,4.99,2023-12-21,8:17,internetu,1.0
5660,2,57.98,Elžbieta O.,Utena,pristatytas,4.99,2023-05-24,14:19,internetu,2.0
5661,2,24.98,Laima U.,Jonava,pristatytas,2.99,2019-04-17,15:51,internetu,2.0
5662,3,19.97,Aidas E.,Kaišiadorys,pristatytas,4.99,2015-04-01,9:36,internetu,5.0
5663,3,21.97,Ona L.,Palanga,pristatytas,4.99,2023-01-12,12:50,internetu,5.0
5664,3,67.97,Bronius T.,Vilnius,pristatytas,2.99,2023-05-19,11:52,parduotuvėje,4.0
5665,8,91.92,Dalia B.,Kaunas,pristatytas,0.0,2020-12-16,8:18,internetu,1.0
5666,2,20.98,Petras O.,Raseiniai,pristatytas,2.99,2020-03-21,15:42,parduotuvėje,3.0
5667,4,72.96,Jurgis U.,Šilutė,pristatytas,2.99,2016-12-24,8:34,internetu,1.0
5668,5,123.95,Aurimas B.,Jonava,pristatytas,2.99,2014-10-12,13:47,parduotuvėje,5.0
5669,2,15.98,Jolanta G.,Palanga,pristatytas,4.99,2021-06-02,11:26,internetu,2.0
5670,1,4.99,Jolanta P.,Neringa,pristatytas,4.99,2018-07-15,12:20,internetu,5.0
5671,2,19.98,Rasa M.,Širvintos,patvirtintas,2.99,2019-11-30,15:26,internetu,4.0
5672,5,48.95,Aurimas C.,Neringa,patvirtintas,4.99,2023-09-05,15:9,parduotuvėje,5.0
5673,3,27.97,Dalia E.,Kaišiadorys,pristatytas,2.99,2022-06-01,14:38,internetu,3.0
5674,3,34.97,Gintautas I.,Šilutė,pristatytas,2.99,2021-12-11,15:47,parduotuvėje,3.0
5675,3,63.97,Aidas A.,Zarasai,pristatytas,0.0,2021-12-16,9:57,parduotuvėje,1.0
5676,5,109.95,Rita Y.,Radviliškis,atšauktas,9.99,2016-10-17,11:0,internetu,2.0
5677,2,13.98,Jolanta T.,Kėdainiai,išsiųstas,2.99,2018-05-01,11:40,internetu,5.0
5678,5,93.95,Ona L.,Jonava,pristatytas,2.99,2020-08-28,9:38,internetu,3.0
5679,4,55.96,Dalia T.,Kaišiadorys,pristatytas,2.99,2017-08-20,8:29,internetu,2.0
5680,5,40.95,Antanas V.,Biržai,išsiųstas,2.99,2020-06-15,9:46,internetu,
5681,3,62.97,Aldona U.,Ukmergė,pristatytas,2.99,2019-05-19,10:49,parduotuvėje,5.0
5682,2,24.98,Ona Z.,Klaipėda,pristatytas,0.0,2018-11-09,8:29,internetu,5.0
5683,2,19.98,Gintarė Q.,Kėdainiai,pristatytas,2.99,2021-04-05,9:45,internetu,5.0
5684,5,74.95,Vytautas F.,Zarasai,pristatytas,19.99,2023-10-26,11:9,internetu,5.0
5685,5,87.95,Aidas Z.,Neringa,išsiųstas,19.99,2017-06-04,10:55,parduotuvėje,4.0
5686,1,7.99,Gintarė S.,Zarasai,pristatytas,4.99,2014-12-08,14:49,internetu,1.0
5687,4,37.96,Vytautas L.,Tauragė,pristatytas,4.99,2024-05-03,8:18,internetu,4.0
5688,3,107.97,Marius K.,Tauragė,pristatytas,19.99,2021-06-15,15:2,internetu,4.0
5689,1,9.99,Vytautas K.,Biržai,pristatytas,2.99,2022-08-14,14:3,internetu,2.0
5690,4,71.96,Rasa N.,Zarasai,pristatytas,2.99,2016-01-29,8:15,internetu,2.0
5691,5,37.95,Jolanta Z.,Zarasai,pristatytas,2.99,2019-01-20,14:2,internetu,4.0
5692,3,47.97,Bronius C.,Kėdainiai,pristatytas,0.0,2017-02-27,9:27,parduotuvėje,3.0
5693,2,11.98,Giedrius U.,Trakai,patvirtintas,9.99,2021-12-24,10:6,internetu,2.0
5694,5,79.95,Gintarė K.,Širvintos,pristatytas,0.0,2018-07-10,15:52,internetu,
5695,1,5.99,Aurimas Y.,Panevėžys,pristatytas,19.99,2023-01-21,14:19,internetu,5.0
5696,4,59.96,Laima U.,Raseiniai,pristatytas,9.99,2023-04-13,11:40,parduotuvėje,2.0
5697,4,60.96,Aidas M.,Šilutė,patvirtintas,19.99,2019-02-14,9:32,internetu,3.0
5698,4,62.96,Vilma X.,Pabradė,pristatytas,4.99,2017-09-26,9:25,internetu,5.0
5699,5,85.95,Aurimas Q.,Pakruojis,išsiųstas,4.99,2014-11-04,8:2,internetu,4.0
5700,5,95.95,Jolanta N.,Radviliškis,atšauktas,19.99,2017-05-11,14:10,internetu,1.0
5701,4,37.96,Asta V.,Šilutė,išsiųstas,2.99,2017-11-01,13:49,internetu,5.0
5702,4,44.96,Giedrius P.,Radviliškis,išsiųstas,2.99,2016-09-02,15:4,internetu,5.0
5703,2,15.98,Giedrė Q.,Rokiškis,pristatytas,19.99,2024-01-27,13:30,parduotuvėje,4.0
5704,2,35.98,Gintautas E.,Zarasai,pristatytas,9.99,2018-10-04,8:35,internetu,3.0
5705,5,63.95,Rita K.,Neringa,atšauktas,4.99,2015-08-19,9:43,parduotuvėje,4.0
5706,5,114.95,Giedrė D.,Zarasai,pristatytas,9.99,2017-11-25,10:20,internetu,
5707,2,64.98,Aurimas R.,Varėna,išsiųstas,9.99,2015-01-02,11:2,internetu,3.0
5708,5,194.95,Jolanta K.,Anykščiai,naujas,4.99,2018-09-05,11:48,internetu,5.0
5709,4,75.96,Jonas Z.,Jonava,pristatytas,9.99,2021-10-03,14:59,internetu,
5710,1,49.99,Jolanta L.,Kazlų Rūda,patvirtintas,4.99,2023-12-13,9:29,internetu,2.0
5711,5,104.95,Aurimas T.,Neringa,pristatytas,19.99,2022-04-09,10:48,parduotuvėje,5.0
5712,4,39.96,Vaida J.,Trakai,atšauktas,2.99,2018-08-25,13:49,internetu,2.0
5713,4,34.96,Jolanta I.,Kupiškis,pristatytas,2.99,2022-02-28,12:28,internetu,4.0
5714,4,100.96,Ona G.,Zarasai,pristatytas,9.99,2020-04-13,9:5,parduotuvėje,4.0
5715,7,140.93,Gintautas R.,Kaunas,naujas,2.99,2015-06-30,8:11,parduotuvėje,5.0
5716,2,19.98,Marius G.,Kaunas,atšauktas,19.99,2015-04-28,11:3,internetu,2.0
5717,2,59.98,Aldona C.,Šilutė,pristatytas,19.99,2015-05-16,10:58,internetu,3.0
5718,3,69.97,Gintautas K.,Kalvarija,patvirtintas,2.99,2018-12-13,14:42,internetu,1.0
5719,1,5.99,Elžbieta W.,Kėdainiai,pristatytas,19.99,2017-04-07,14:40,internetu,3.0
5720,5,99.95,Marius F.,Šilutė,pristatytas,2.99,2015-08-29,9:35,parduotuvėje,3.0
5721,4,75.96,Marius T.,Jonava,pristatytas,9.99,2023-05-29,10:41,parduotuvėje,5.0
5722,1,5.99,Inga L.,Kupiškis,išsiųstas,0.0,2022-09-12,12:58,parduotuvėje,5.0
5723,4,64.96,Gintautas N.,Kazlų Rūda,pristatytas,2.99,2020-11-24,11:49,internetu,3.0
5724,3,29.97,Dalia H.,Zarasai,naujas,9.99,2017-08-21,14:28,parduotuvėje,5.0
5725,9,162.91,Ona S.,Vilnius,pristatytas,0.0,2016-08-18,13:52,parduotuvėje,4.0
